Data:0.17374680803204684,2.9178684981184007,-0.3741605112270302,21228673486358
Data:0.6242437191963746,3.4177545189874765,-1.0927940495383277,21228679342368
Data:2.5436987633430816,4.072180648850406,-1.391630228857218,21228687875253
Data:5.412264592226029,3.8542985953070454,-1.9015813949451807,21228689766879
Data:5.8692430864498535,3.45934505129602,-2.665453953082136,21228745405603
Data:6.8332659504834625,2.4210135639971897,-2.121122234776366,21228746942354
Data:7.922122106359052,1.3462033090917658,-2.5782835023540644,21228748990688
Data:8.393568406846896,-0.8485052808590922,-3.281711883518623,21228750879048
Data:8.443177090915526,-1.8987300708567432,-2.907071087753452,21228752878450
Data:8.457097444114845,-2.4655201286785884,-3.3270041295975212,21228755137327
Data:7.105658327844378,-4.936579409758371,-3.957111756405035,21228757783214
Data:5.400252769256724,-7.194425997870985,-3.6198730024635504,21228759903824
Data:4.430357242251955,-8.205750996676318,-4.192292554830164,21228762385141
Data:3.151730539355924,-8.59753568059233,-4.63783023077343,21228765698536
Data:0.18428657687727537,-8.16377248033399,-5.07723986959401,21228768556411
Data:-1.56576145968246,-8.147102876909173,-4.366587967475934,21228771899232
Data:-1.938289914872314,-8.183033687885985,-4.865882485705096,21228775853707
Data:-3.4045815508872237,-8.449988234754153,-4.198718366144231,21228780795980
Data:-4.112208141172914,-8.680360815150767,-4.596588921851998,21228786482105
Data:-4.5116530761509015,-8.799414768436737,-4.248858152257671,21228790466082
Data:-6.064216105945877,-10.333661732667235,-3.616990652450048,21228793382966
Data:-6.362771103029582,-12.366009130238728,-2.957911288334353,21228796417810
Data:-6.341014169857862,-12.414308490444716,-2.478801109407871,21228799773438
Data:-6.11949700933792,-12.897127874437057,-2.944089746248024,21228804491194
Data:-6.170047830525471,-13.46474590744765,-3.5167425213167904,21228810344084
Data:-6.188182523967441,-13.933783414490723,-2.843731552287302,21228818042108
Data:-6.1739590507259665,-14.391368417911758,-3.377306198155203,21228821982521
